COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
ECON 4822,A02 (53693),Economic Research and Communication (Part B) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Gregory Mason
ECON 7000,A01 (51225),M.A. Research Workshop (3),M,"Jan 06 - Apr 09, 08:30-11:15 (M)",Mehmet Oguzoglu
ECON 7020,A01 (62670),Econometrics II (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Edgar Villa Perez
ECON 7032,A01 (64410),Econometrics III (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Janelle Mann
ECON 7140,A01 (64411),Topics in Development Economics (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",John Serieux
ECON 7170,A01 (63631),Topics in Heterodox Economics I (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Ian Hudson
ECON 7300,T25 (64412),Heterodox Feminist (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Anamary Maqueira Linares
ECON 7300,T26 (64414),Game Theory and Industrial Organization (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Hikmet Gunay
ECON 7300,T16 (64413),Social Finance and the Social/Solidarity Economy (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Jesse Hajer
ECON 7430,A01 (55737),Advanced Theory of Resource Economics (3),M,Jan 06 - Apr 09,Chad Lawley
ECON 7640,A01 (63632),International Money and Finance (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",John Serieux
ECON 7660,A01 (55749),Advanced Macroeconomic Theory 2 (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Federico Guzman
ECON 7732,A01 (51534),Advanced Microeconomic Theory II (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Edward Honda
ENGL 0930,A06 (51063),English Composition (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",TBA
ENGL 0930,A07 (51065),English Composition (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",TBA
ENGL 0930,A05 (51061),English Composition (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",TBA
ENGL 0930,A02 (50024),English Composition (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",TBA
ENGL 0930,A04 (51064),English Composition (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",TBA
ENGL 0930,A03 (51062),English Composition (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",TBA
ENGL 0930,A01 (51681),English Composition (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",TBA
ENGL 0930,D01 (50626),English Composition (3),DE,Jan 06 - Apr 09,TBA
ENGL 1200,D01 (50627),Representative Literary Works (Part B) (3),DE,Jan 06 - Apr 09,TBA
ENGL 1200,A04 (52512),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Jamie Paris
ENGL 1200,A03 (50051),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Mark Libin
ENGL 1200,A09 (63203),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Michelle Faubert
ENGL 1200,A07 (50056),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Erin Weinberg
ENGL 1200,A08 (50053),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Warren Cariou
ENGL 1200,A05 (52513),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Erin Weinberg
ENGL 1200,A11 (52727),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",TBA
ENGL 1200,A06 (50054),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Pamela Perkins
ENGL 1200,A01 (50052),Representative Literary Works (Part B) (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Jamie Paris
ENGL 1340,A06 (63206),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",TBA
ENGL 1340,A02 (59633),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Lindsay Diehl
ENGL 1340,A03 (62854),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",TBA
ENGL 1340,A04 (63204),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",TBA
ENGL 1340,A05 (63205),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Glenn Clark
ENGL 1340,A07 (63207),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",TBA
ENGL 1340,A01 (50075),Introduction to Literary Analysis (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",TBA
ENGL 1400,A04 (52521),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",TBA
ENGL 1400,A06 (61229),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",TBA
ENGL 1400,A01 (52518),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",TBA
ENGL 1400,A07 (52781),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",TBA
ENGL 1400,A05 (52779),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",TBA
ENGL 1400,A02 (52519),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",TBA
ENGL 1400,A03 (52520),Thematic Approaches to the Study of Literature (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",TBA
ENGL 2120,A01 (64191),Literature of the Restoration and Eighteenth Century (Part B) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Pamela Perkins
ENGL 2160,A01 (64192),British Literature since 1900 (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Mark Libin
ENGL 2600,A01 (64193),Writing and Gender (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",TBA
ENGL 2810,T01 (64202),Jane Austen's Novels and Their Film Adaptations (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Erin Weinberg
ENGL 2820,T02 (64204),Whiteness Studies and Settler Identities (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Jamie Paris
ENGL 2820,T03 (64205),Territory and Language in Indigenous Literature (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Warren Cariou
ENGL 2900,T09 (64210),The Romantic Novel (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Michelle Faubert
ENGL 3180,T03 (64214),English Renaissance Domestic Drama (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Glenn Clark
ENGL 3270,T05 (64215),Indigenous - Asian Relations in Canadian Literature (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Lindsay Diehl
ENGL 3890,T02 (64919),"Homemaking and Making Home: Gender, Labour and Domestic Skill, 1860-1920 (3)",M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Vanessa Warne
ENGL 3910,T01 (64216),Panels and Frames (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",David Annandale
ENGL 3970,T02 (64217),Fleshing Out the Bones (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Alison Calder
ENGL 4630,T12 (64219),Folk Horror (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",David Annandale
ENGL 4630,T13 (64220),Material Cultures: Making and Matter in Ninteenth-Century Literature (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Vanessa Warne
ENGL 4630,T11 (64218),Queer Kinship in Fantasy Fiction and Fandoms (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Erin Keating
ENGL 7860,T04 (64221),Queer Kinship in Fantasy Fiction and Fandoms (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Erin Keating
ENGL 7880,T01 (64222),Folk Horror (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",David Annandale
ENGL 7980,T01 (64223),Material Cultures: Making and Matter in Ninteenth-Century Literature (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Vanessa Warne
FILM 1290,A02 (59651),The Art of the Film 1 (3),M,"Jan 06 - Apr 09, 13:00-15:25 (T)",TBA
FILM 1290,A01 (52096),The Art of the Film 1 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Brenda Austin-Smith
FILM 1290,A02 (59651),The Art of the Film 1 (3),M,"Jan 06 - Apr 09, 13:00-14:55 (R)",TBA
FILM 1310,A02 (62004),Film History (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",David Annandale
FILM 1310,A01 (51708),Film History (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",David Annandale
FILM 2460,T05 (64226),Jane Austen's Novels and Their Film Adaptations (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Erin Weinberg
FILM 3250,T07 (64229),Panels and Frames (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",David Annandale
FILM 3250,T02 (64227),Film and Feeling (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",Brenda Austin-Smith
FILM 3250,T03 (64228),"Cinema, Media, and Surveillance (3)",M,"Jan 06 - Apr 09, 10:00-12:25 (T)",Jonah Corne
FILM 3250,T03 (64228),"Cinema, Media, and Surveillance (3)",M,"Jan 06 - Apr 09, 10:00-11:55 (R)",Jonah Corne
FILM 3420,A01 (64230),Film Theory (3),M,"Jan 06 - Apr 09, 13:00-15:25 (R)",Jonah Corne
FILM 3420,A01 (64230),Film Theory (3),M,"Jan 06 - Apr 09, 13:00-14:50 (T)",Jonah Corne
FILM 3660,T01 (64231),Documentary Filmmaking (3),M,"Jan 06 - Apr 09, 18:00-20:45 (W)",TBA
THTR 1220,A02 (50931),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (T)",TBA
THTR 1220,A03 (50932),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (T)",Katrina Dunn
THTR 1220,A02 (50931),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (R)",TBA
THTR 1220,A03 (50932),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (R)",Katrina Dunn
THTR 1220,A01 (62016),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (W)",TBA
THTR 1220,A01 (62016),Introduction to Theatre (Part B) (3),M,"Jan 06 - Apr 09, 14:30-16:20 (M)",TBA
THTR 2150,A01 (50658),Theatrical Techniques: Onstage (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",William Kerr
THTR 2160,A01 (50659),Theatrical Techniques: Backstage (Part B) (3),M,"Jan 06 - Apr 09, 17:30-20:15 (M)",TBA
THTR 2600,T09 (64232),Women and Theatre (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",TBA
THTR 3000,B02 (64236),Our Country's Good (0),M,"Jan 06 - Apr 09, 17:30-21:30 (WRF)",William Kerr
THTR 3000,B01 (64235),Our Country's Good (0),M,"Jan 06 - Apr 09, 14:30-16:20 (TWRF)",TBA
THTR 3000,T02 (64234),Our Country's Good (3),M,"Jan 06 - Apr 09, 13:30-16:30 (M)",William Kerr
THTR 3470,T01 (64233),Contemporary British Plays (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Margaret Groome
FREN 1152,B01 (60883),Introductory French 1 (0),M,"Jan 06 - Apr 09, 12:30-13:20 (F)",TBA
FREN 1152,A01 (53026),Introductory French 1 (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Irene Chassaing
FREN 1154,A02 (52503),Introductory French 2 (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Constance Cartmill
FREN 1154,A04 (52504),Introductory French 2 (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Armelle St Martin
FREN 1154,A03 (52505),Introductory French 2 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Krysteena Gadzala
FREN 1154,B03 (52507),Introductory French 2 (0),M,"Jan 06 - Apr 09, 11:30-12:20 (F)",TBA
FREN 1154,B04 (54759),IntroductoryFrench 2 (0),M,"Jan 06 - Apr 09, 13:30-14:20 (W)",TBA
FREN 1154,B01 (52508),Introductory French 2 (0),M,"Jan 06 - Apr 09, 11:30-12:20 (W)",TBA
FREN 1154,B02 (52506),Introductory French 2 (0),M,"Jan 06 - Apr 09, 11:30-12:20 (T)",TBA
FREN 1154,A01 (54757),Introductory French 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Andrew Osborne
FREN 1194,A01 (64493),Fran�ais pour bilingues et francophones 2 (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Dominique Laporte
FREN 1204,A02 (64496),Intermediate French 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Etienne-Marie Lassi
FREN 1204,A01 (64495),Intermediate French 2 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Andrew Osborne
FREN 1252,A01 (63157),Fran�ais oral 1 (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Irene Chassaing
FREN 2610,A01 (56009),Fran�ais oral 2 (A) (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Krysteena Gadzala
FREN 2640,T03 (64497),�crivains franco-manitobains contemporains (B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Armelle St Martin
FREN 3020,A01 (54763),R�vision intensive de la grammaire fran�aise (A) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Andrew Osborne
FREN 3350,A01 (58726),Fran�ais oral 3 (A) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Krysteena Gadzala
FREN 3500,A01 (64498),Litt�rature du 17e si�cle (B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Constance Cartmill
FREN 3840,T07 (64891),Litt�rature et culture m�diatique (B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Dominique Laporte
FREN 3850,A01 (64500),"Civilisation canadienne-fran�aise (A, B, C) (3)",M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Dominique Laporte
FREN 3920,A01 (64501),Enjeux majeurs en litt�ratures francophones postcoloniales (B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Etienne-Marie Lassi
FREN 4620,T04 (64503),"Fronti�res, immigration, alt�rit� (3)",M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Etienne-Marie Lassi
FREN 4620,T05 (64892),Litt�rature et culture m�diatique (B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Dominique Laporte
FREN 4650,T01 (64504),Litt�rature du 17e si�cle (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Constance Cartmill
FREN 7520,T02 (64505),Litt�rature du 17e si�cle (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Constance Cartmill
FREN 7560,T08 (64507),"Fronti�res, immigration, alt�rit� (3)",M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Etienne-Marie Lassi
FREN 7560,T09 (64893),Litt�rature et culture m�diatique (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Dominique Laporte
ITLN 1080,B02 (56008),Introductory Italian (Part B) (0),M,"Jan 06 - Apr 09, 10:00-10:50 (R)",TBA
ITLN 1080,B03 (57307),Introductory Italian (Part B) (0),M,"Jan 06 - Apr 09, 18:00-18:50 (T)",TBA
ITLN 1080,A01 (52510),Introductory Italian (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",TBA
ITLN 1080,A02 (56018),Introductory Italian (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",TBA
ITLN 1080,A03 (57304),Introductory Italian (Part B) (3),M,"Jan 06 - Apr 09, 19:00-21:45 (T)",TBA
ITLN 1080,B01 (56019),Introductory Italian (Part B) (0),M,"Jan 06 - Apr 09, 10:30-11:20 (M)",TBA
SPAN 1184,A01 (64508),Introductory Spanish 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Enrique Fernandez
SPAN 1184,A02 (64509),Introductory Spanish 2 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Caterina Reitano
SPAN 1184,B03 (64513),Introductory Spanish 2 (0),M,"Jan 06 - Apr 09, 11:30-12:20 (F)",TBA
SPAN 1184,B01 (64511),Introductory Spanish 2 (0),M,"Jan 06 - Apr 09, 09:30-10:20 (W)",TBA
SPAN 1184,B02 (64512),Introductory Spanish 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (T)",TBA
SPAN 1184,A03 (64510),Introductory Spanish 2 (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Caterina Reitano
SPAN 1272,A02 (54837),Intermediate Spanish Grammar and Conversation 2 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Caterina Reitano
SPAN 1272,B02 (60884),Intermediate Spanish Grammar and Conversation 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (W)",TBA
SPAN 1280,A01 (64514),Spanish for Native Speakers (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Caterina Reitano
SPAN 2550,A01 (64515),Advanced Spanish Composition (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Enrique Fernandez
SPAN 2560,A01 (64516),Advanced Spanish Conversation (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Enrique Fernandez
SPAN 2570,T08 (64517),Introduction to Translation (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Enrique Fernandez
SPAN 3290,A01 (64518),The Art of Translation (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Enrique Fernandez
GRMN 1122,B01 (63103),Introductory German 1 (A) (0),M,"Jan 06 - Apr 09, 14:30-15:20 (M)",TBA
GRMN 1122,A01 (63102),Introductory German 1 (A) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Rosemarie Finlay
GRMN 1124,B01 (63107),Introductory German 2 (A) (0),M,"Jan 06 - Apr 09, 13:30-14:20 (M)",TBA
GRMN 1124,B04 (63110),Introductory German 2 (A) (0),M,"Jan 06 - Apr 09, 10:30-11:20 (W)",TBA
GRMN 1124,A02 (63105),Introductory German 2 (A) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Rosemarie Finlay
GRMN 1124,B02 (63108),Introductory German 2 (A) (0),M,"Jan 06 - Apr 09, 11:30-12:20 (T)",TBA
GRMN 1124,A01 (63104),Introductory German 2 (A) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Karin James
GRMN 2104,A01 (63111),Intermediate German 2 (A) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Karin James
GRMN 2480,T03 (63112),German Crime Fiction (B) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Alexandra Heberger
GRMN 2500,T06 (64533),German Romanticism in English (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Alexandra Heberger
GRMN 3204,A01 (63113),Advanced German 2 (A) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Karin James
GRMN 3262,A01 (64536),Representations of the Holocaust in English Translation (C) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Stephan Jaeger
GRMN 4670,T06 (64539),Representations of the Holocaust (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Stephan Jaeger
GRMN 7360,T02 (64540),Representations of the Holocaust (B) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Stephan Jaeger
POL 1894,A01 (63120),Introductory Polish 2 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",TBA
POL 1894,B01 (63121),Introductory Polish 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (F)",TBA
POL 2660,T02 (64542),Cultural Representations of Poland in the 20th Century: Toilet Paper Hostages (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",TBA
POL 2894,A01 (64543),Intermediate Polish 2 (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MF)",TBA
RUSN 1302,B01 (64545),Introductory Russian 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
RUSN 1302,A01 (64544),Introductory Russian 1 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",TBA
RUSN 1304,A01 (63124),Introductory Russian 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",TBA
RUSN 1304,B01 (63125),Introductory Russian 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
RUSN 2814,A01 (63127),Intermediate Russian 2 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Elena Baraban
RUSN 3900,A01 (64546),Tolstoy's War and Peace (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Elena Baraban
UKRN 1314,B01 (63130),Introductory Ukrainian 2 (0),M,"Jan 06 - Apr 09, 09:30-10:20 (W)",TBA
UKRN 1314,A01 (63129),Introductory Ukrainian 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Iryna Konstantiuk
UKRN 1314,B02 (63131),Introductory Ukrainian 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (F)",TBA
UKRN 2724,A01 (63133),Intermediate Ukrainian 2 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Iryna Konstantiuk
UKRN 2780,A01 (64547),Ukrainian Culture from 1900 to the Present (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Orysia Kulick
UKRN 3962,A01 (64548),Advanced Ukrainian Through Short Stories (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Iryna Konstantiuk
GPE 3700,A01 (55945),A Survey of Global Political Economy (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",TBA
GPE 4700,A01 (50674),Studies in Global Political Economy (Part B) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (F)",Mark Hudson
HIST 1200,D01 (52697),An Introduction to the History of Western Civilization (G) (Part B) (3),DE,Jan 06 - Apr 09,TBA
HIST 1200,A02 (51685),An Introduction to the History of Western Civilization (G) (Part B) (3),M,"Jan 06 - Apr 09, 08:30-09:20 (MWF)",Christopher Frank
HIST 1200,A03 (50103),An Introduction to the History of Western Civilization (G) (Part B) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Robert Penner
HIST 1270,A01 (64558),New Directions in History: Inquiries into the Power Relations of the Modern World (G) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Gregory Bak
HIST 1350,A01 (55805),An Introduction to the History of Western Civilization to 1500 (G) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Dale Barbour
HIST 1360,A02 (64365),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Dale Barbour
HIST 1360,A01 (52739),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Lloyd Penner
HIST 1370,A01 (52103),Modern World History: 1500-1800 (M) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Dale Barbour
HIST 1380,A01 (59662),Modern World History: 1800-Present (M) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Jordan Howell
HIST 1380,A02 (52850),Modern World History: 1800-Present (M) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Dale Barbour
HIST 1400,A01 (52968),History of the Canadian Nation since 1867 (C) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Leonard Kuffert
HIST 1400,A02 (64366),History of the Canadian Nation since 1867 (C) (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Lloyd Penner
HIST 1420,A01 (52967),Asian Civilizations to 1500 (B) (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Adrian Thieret
HIST 1430,A01 (50104),Asian Civilizations from 1500 (B) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Adrian Thieret
HIST 1440,D02 (64367),History of Canada (C) (Part B) (3),DE,Jan 06 - Apr 09,Leah Morton
HIST 2010,A01 (58738),Indigenous History in Canada (C) (Part B) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",TBA
HIST 2110,T05 (64369),History of the Islamic World (G) (3),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",Jennifer Dueck
HIST 2150,A01 (64371),Independent Latin America (A) (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Naomi Calnitsky
HIST 2210,A01 (64372),"History of Britain, 1485 to the Present (E) (Part B) (3)",M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Allison Abra
HIST 2230,A01 (62266),History of the United States from 1607 (A) (Part B) (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",George Buri
HIST 2240,A01 (64996),History of Antisemitism and the Holocaust (E) (3),M,"Jan 06 - Apr 09, 19:00-21:45 (W)",TBA
HIST 2286,A01 (64373),Modern Canada (C) (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",George Buri
HIST 2360,A01 (62268),Europe 1870 to the Present (E) (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Robert Penner
HIST 2420,A01 (50107),The Medieval World (D) (Part B) (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Robert Penner
HIST 2500,A01 (63413),History of Africa (R) (Part B) (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Joyce Chadya
HIST 2610,A01 (63416),Making of Modern Ukraine (E) (3),M,"Jan 06 - Apr 09, 14:30-15:20 (MWF)",TBA
HIST 2732,A01 (63427),"Modern World History, 1945-1992: The Age of Three Worlds (M) (3)",M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Mark Gabbert
HIST 2734,A01 (62271),"Modern World History, 1980-Present: New World Order? (M) (3)",M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",George Buri
HIST 2990,A01 (63429),The History of Catholicism since 1540 (G) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Daniel MacLeod
HIST 3110,T14 (64389),"Homemaking and Making Home: Gender, Labour and Domestic Skill, 1860-1920 (A) (3)",M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Sarah Elvins
HIST 3110,T04 (64390),South Africa: From Jan van Riebeck to Nelson Mandela (R) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Joyce Chadya
HIST 3250,A01 (64391),"Canada and the World, 1867 to the Present (C) (Part B) (3)",M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Leonard Kuffert
HIST 3580,T06 (64483),1968: A Year That Transformed the World (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",George Buri
HIST 3910,D01 (59673),The Ukrainians in Canada (C) (3),DE,Jan 06 - Apr 09,TBA
HIST 3990,T07 (63436),Global Feminisms (G) (Part B) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",Jeong Kim
HIST 4000,T44 (64395),Selected Topics in Twentieth Century British Social History (G) (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Christopher Frank
HIST 4000,T47 (64398),Critical Indigenous History (G) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",
