COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR,
LAW 2640,A01 (14912),Family Law (3),M,"Sep 04 - Dec 09, 13:00-15:50 (M)",Andrea Doyle,
LAW 2680,A02 (11964),Legal Negotiation (3),M,"Sep 04 - Dec 09, 14:00-16:50 (R)",Matthew Maruca,
LAW 2680,A03 (11965),Legal Negotiation (3),M,"Sep 04 - Dec 09, 14:00-16:50 (R)",Yvan Larocque,
LAW 2680,A01 (11963),Legal Negotiation (3),M,"Sep 04 - Dec 09, 14:00-16:50 (R)",Bruce Curran,
LAW 2682,A01 (22606),Négociation Juridique (3),M,"Sep 04 - Dec 09, 14:00-16:50 (R)",Andrea Doyle,
LAW 2690,A01 (11105),Corporations I (3),M,"Sep 04 - Dec 09, 09:00-11:50 (T)",Akinwumi Ogunranti,
LAW 3020,A01 (23936),Clinical Administrative Law (3),M,"Sep 04 - Dec 09, 16:00-18:50 (W)",T Gisser,
LAW 3022,A01 (24173),Insurance Law (3),M,"Sep 04 - Dec 09, 17:00-19:50 (T)",Graham Nattress,
LAW 3030,A01 (14897),Research Paper B (3),M,"Sep 04 - Dec 09, 12:00-13:50 (T)",TBA,
LAW 3120,A01 (24853),Philanthropy and the Law (3),M,"Sep 04 - Dec 09, 09:00-11:50 (T)",Mary Gallant,
LAW 3170,A01 (20460),Dispute Resolution (3),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",Mary Gallant,
LAW 3250,T40 (19570),Provincial Court Clerkship (3),M,"Sep 04 - Dec 09, 12:00-12:50 (F)",Darcy MacPherson,
LAW 3272,A01 (24918),"Criminal Justice, Family Law and Indigeneity (3)",M,"Sep 04 - Dec 09, 09:00-11:50 (T)",Stacey Soldier,
LAW 3278,A01 (24854),Indigenous Economic Development and the Law (3),M,"Sep 04 - Dec 09, 09:00-11:50 (W)",Yvan Larocque,
LAW 3282,A01 (24186),"Indigenous Peoples, Oral History, and the Law (3)",M,"Sep 04 - Dec 09, 14:00-16:50 (T)",Leo Baskatawang,
LAW 3290,A01 (23964),Indigenous Legal Methodologies (3),M,"Sep 04 - Dec 09, 13:00-15:50 (F)",Leo Baskatawang,
LAW 3330,A01 (21969),Employment Law (3),M,"Sep 04 - Dec 09, 13:00-15:50 (M)",Jeffrey Palamar,
LAW 3338,A01 (22560),Sentencing (3),M,"Sep 04 - Dec 09, 18:00-20:50 (W)",Serena Ehrmantraut,
LAW 3340,A01 (24856),Advanced Advocacy (3),M,"Sep 04 - Dec 09, 17:00-19:50 (R)",Michael Thomson,
LAW 3342,A01 (22577),Agency and Partnership (3),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",D Harvey,
LAW 3344,A01 (25427),Internships Human Rights in Clinical Practice Level I (3),M,"Sep 04 - Dec 09, 13:00-14:50 (M)",Allison Fenske,
LAW 3348,A01 (22564),Bankruptcy and Insolvency (3),M,"Sep 04 - Dec 09, 17:00-19:50 (R)",Myles Davis,
LAW 3360,A01 (24857),Advanced Legal Research (3),M,"Sep 04 - Dec 09, 09:00-11:50 (F)",Elizabeth McCandless,
LAW 3364,A01 (24860),Law and Resistance (3),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",Amar Khoday,
LAW 3376,A01 (24902),Droits linguistiques (3),M,"Sep 04 - Dec 09, 17:00-19:50 (T)",TBA,
LAW 3378,A01 (24450),Passeport du droit en Français 3 (Part A) (0.5),M,"Sep 04 - Dec 09, 12:00-12:50 (F)",Andrea Doyle,
LAW 3530,A01 (12186),Administrative Law (3),M,"Sep 04 - Dec 09, 13:00-15:50 (W)",Andrea Doyle,
LAW 3532,A01 (23952),Intensive Criminal Law (3),M,"Sep 04 - Dec 09, 13:00-15:50 (M)",Melissa Serbin,
LAW 3600,A01 (20472),Environment Law (3),M,"Sep 04 - Dec 09, 16:00-18:50 (W)",Heather Fast,
LAW 3690,A01 (17826),Real Estate Transactions (3),M,"Sep 04 - Dec 09, 13:00-15:50 (W)",TBA,
LAW 3740,A01 (24919),Public International Law (3),M,"Sep 04 - Dec 09, 13:00-15:50 (W)",Gillian MacNeil,
LAW 3790,A01 (24863),Preparing for the Practice of Law (3),M,"Sep 04 - Dec 09, 09:00-11:50 (W)",Natasha Brown,
LAW 3824,A03 (24446),Scholarly Publications-Crim (Part A) (1.5),M,"Sep 04 - Dec 09, 12:00-12:50 (M)",Richard Jochelson,
LAW 3824,A01 (18916),Scholarly Publications (Part A) (1.5),M,"Sep 04 - Dec 09, 12:00-12:50 (MW)",Bryan Schwartz,
LAW 3824,A02 (23968),Scholarly Publications HR (Part A) (1.5),M,"Sep 04 - Dec 09, 12:00-13:50 (T)",Donn Short,
LAW 3826,A01 (18917),Advanced Scholarly Publications (Part A) (1.5),M,"Sep 04 - Dec 09, 12:00-12:50 (MW)",Bryan Schwartz,
LAW 3826,A02 (23967),Advanced Scholarly Publications Human Rights (Part A) (1.5),M,"Sep 04 - Dec 09, 12:00-12:50 (MR)",Donn Short,
LAW 3828,A01 (17839),Preventing Wrongful Convictions (3),M,"Sep 04 - Dec 09, 09:00-11:50 (F)",Jeffrey Gindin,
LAW 3832,A01 (20980),Legal Aid Clinic (Part A) (1.5),M,"Sep 04 - Dec 09, 13:00-15:50 (M)",TBA,
LAW 3880,A01 (23963),Municipal and Planning Law (3),M,"Sep 04 - Dec 09, 17:00-19:50 (M)",Douglas Brown,
LAW 3980,T10 (25410),Current Issues in Securities Regulation (3),M,"Sep 04 - Dec 09, 18:00-20:50 (W)",Arian Poushangi,
LAW 3980,T15 (25411),Restorative Justice (3),M,"Sep 04 - Dec 09, 17:00-19:50 (T)",Natella Roskoshna,
LAW 3980,T12 (25320),International Criminal Justice (3),M,"Sep 04 - Dec 09, 13:00-15:50 (F)",TBA,
LAW 3980,T50 (22566),Legal Issues in Policing (3),M,"Sep 04 - Dec 09, 18:00-20:50 (M)",John Burchill,
LAW 3980,T74 (24864),Mental Health & Criminal Law (3),M,"Sep 04 - Dec 09, 13:00-15:50 (M)",Brandon Trask,
LAW 3980,T93 (24845),Current Legal Problems B Appellate Advocacy and Mooting (3),M,"Sep 04 - Dec 09, 09:00-11:50 (F)",Darcy MacPherson,
LAW 3980,T72 (23178),RIGHTS CLINIC PART A (3),M,"Sep 04 - Dec 09, 12:00-12:50 (W)",Brandon Trask,
LAW 3980,T51 (25322),Transitional Justice (3),M,"Sep 04 - Dec 09, 14:00-16:50 (T)",TBA,
LAW 3990,A08 (20763),Externship Law Reform (Part A) (6),M,"Sep 04 - Dec 09, 12:00-12:50 (F)",TBA,
LAW 3990,A09 (22557),Externship - Kerry Vickar (Part A) (6),M,"Sep 04 - Dec 09, 13:00-15:50 (M)",TBA,
LAW 3990,A10 (24214),Externship-PILC (Part A) (6),M,"Sep 04 - Dec 09, 12:00-12:50 (T)",TBA,
LAW 3990,A04 (18214),Externship - UMCLC (Part A) (6),M,"Sep 04 - Dec 09, 14:00-15:50 (R)",Allison Fenske,
LAW 3990,A01 (23233),Externship - Department of Justice (Part A) (6),M,"Sep 04 - Dec 09, 09:00-11:50 (T)",TBA,
LAW 3990,A02 (20762),Externship Legal Help Centre (Part A) (6),M,"Sep 04 - Dec 09, 09:00-11:50 (T)",TBA,
LAW 3990,A03 (23234),Externship - CSICLC (Part A) (6),M,"Sep 04 - Dec 09, 17:00-19:50 (R)",Marc Kruse,
LAW 3990,A16 (24869),Externship-King's Bench (Part A) (6),M,"Sep 04 - Dec 09, 12:00-13:50 (T)",TBA,
LAW 3990,A15 (25428),Externship International Human Rights Clinic (6),M,"Sep 04 - Dec 09, 13:00-14:50 (M)",Allison Fenske,
LAW 3990,A13 (24447),Externship-Digital (Part A) (6),M,"Sep 04 - Dec 09, 12:00-13:50 (T)",Richard Jochelson,
LAW 3990,A17 (24870),Externship-Court of Appeal (Part A) (6),M,"Sep 04 - Dec 09, 12:00-13:50 (T)",TBA,
LAW 3990,A11 (24215),Externship- Womens Legal Education and Action (LEAF) (Part A) (6),M,"Sep 04 - Dec 09, 12:00-12:50 (R)",TBA,
LAW 3990,A12 (24216),Externship Law Library Hub (Part A) (6),M,"Sep 04 - Dec 09, 12:00-13:50 (T)",TBA,
LAW 3990,A18 (24871),Externship-Mediation Clinic (Part A) (6),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",TBA,
LAW 7112,A01 (24220),Graduate Legal Research and Theory (3),M,"Sep 04 - Dec 09, 13:00-15:50 (W)",Donn Short,
LAW 7120,A01 (22164),Research Paper (3),M,"Sep 04 - Dec 09, 09:00-11:50 (R)",TBA,
PHMD 1000,A01 (18648),Introduction to Professional Practice (1),B,"Aug 27 - Aug 30, 09:00-16:00 (TWRF)",TBA,
PHMD 1002,A01 (18649),Applied Pharmacy Practice Lab 1 (Part A) (2),B,"Sep 04 - Dec 09, 13:00-14:30 (M)",Sheila Ng,
PHMD 1002,A01 (18649),Applied Pharmacy Practice Lab 1 (Part A) (2),B,"Sep 04 - Dec 09, 09:00-14:29 (R)",Sheila Ng,
PHMD 1008,A01 (18683),Medicinal Chemistry (Part A) (2),B,"Sep 04 - Dec 09, 09:00-10:00 (F)",Theodore Lakowski,
PHMD 1008,A01 (18683),Medicinal Chemistry (Part A) (2),B,"Sep 04 - Dec 09, 10:45-11:45 (W)",Theodore Lakowski,
PHMD 1010,A01 (20331),Applied Pathophysiology (4),B,"Sep 03 - Dec 09, 13:00-14:15 (F)",Lucy Marzban,
PHMD 1010,A01 (20331),Applied Pathophysiology (4),B,"Sep 03 - Dec 09, 10:45-12:00 (M)",Lucy Marzban,
PHMD 1010,A01 (20331),Applied Pathophysiology (4),B,"Sep 03 - Dec 09, 12:45-14:00 (T)",Lucy Marzban,
PHMD 1012,A01 (20332),Extemporaneous Pharmaceutical Compounding (3),B,"Sep 03 - Dec 09, 09:00-12:00 (T)",Bolanle Akinwumi,
PHMD 1012,A01 (20332),Extemporaneous Pharmaceutical Compounding (3),B,"Sep 03 - Dec 09, 10:30-12:00 (F)",Bolanle Akinwumi,
PHMD 1040,A01 (18684),Service Learning / IPE 1 (Part A) (0.5),B,"Sep 04 - Dec 09, 13:00-17:00 (W)",Michelle Boyce,
PHMD 1040,A01 (18684),Service Learning / IPE 1 (Part A) (0.5),B,"Sep 04 - Dec 09, 15:00-17:00 (F)",Michelle Boyce,
PHMD 2000,A01 (20359),Drug Delivery (3),B,"Aug 26 - Dec 02, 09:00-12:00 (R)",Xiaochen Gu,
PHMD 2000,A01 (20359),Drug Delivery (3),B,"Aug 26 - Dec 02, 13:00-15:15 (M)",Xiaochen Gu,
PHMD 2004,A01 (20360),Critical Appraisal of Pharmacotherapy Literature 1 (Part A) (2),B,"Aug 26 - Dec 02, 13:00-15:15 (R)",Sherif Eltonsy,
PHMD 2006,A01 (20361),Applied Biopharmaceutics and Pharmacokinetics (3),B,"Aug 26 - Dec 02, 13:30-15:00 (W)",Abdullah Maruf,
PHMD 2006,A01 (20361),Applied Biopharmaceutics and Pharmacokinetics (3),B,"Aug 26 - Dec 02, 11:00-12:30 (F)",Abdullah Maruf,
PHMD 2008,A01 (20362),Pharmacy Law (1),B,"Aug 26 - Oct 11, 08:30-10:45 (F)",Meret Shaker,
PHMD 2022,A01 (20363),Applied Pharmacy Practice Lab 2-1 (2),B,"Aug 26 - Dec 02, 09:00-16:00 (T)",Kristi Watson,
PHMD 2022,A01 (20363),Applied Pharmacy Practice Lab 2-1 (2),B,"Aug 26 - Dec 02, 13:00-14:30 (F)",Kristi Watson,
PHMD 2026,A01 (20364),Clinical Therapeutics 2-1 (4),B,"Aug 26 - Dec 02, 09:00-11:45 (M)",Dana Turcotte,
PHMD 2026,A01 (20364),Clinical Therapeutics 2-1 (4),B,"Aug 26 - Dec 02, 10:15-11:45 (W)",Dana Turcotte,
PHMD 2040,A01 (20365),Service Learning / IPE 2 (Part A) (0.5),B,"Aug 26 - Dec 02, 15:00-17:00 (F)",Michelle Boyce,
PHMD 2040,A01 (20365),Service Learning / IPE 2 (Part A) (0.5),B,"Aug 26 - Dec 02, 16:01-17:30 (T)",Michelle Boyce,
PHMD 3002,A01 (21266),Applied Pharmacy Practice Lab 3 (Part A) (2),B,"Sep 04 - Dec 09, 09:00-15:00 (F)",Heather MacPhee,
PHMD 3002,A01 (21266),Applied Pharmacy Practice Lab 3 (Part A) (2),B,"Sep 04 - Dec 09, 13:00-14:30 (W)",Heather MacPhee,
PHMD 3004,A01 (21267),Critical Appraisal of Pharmacotherapy Literature (2),B,"Sep 03 - Dec 09, 09:00-11:15 (T)",Shweta Mital,
PHMD 3006,A01 (21268),Advanced Clinical Therapeutics (Part A) (3),B,"Sep 03 - Dec 09, 12:00-12:45 (T)",Jamison Falk,
PHMD 3006,A01 (21268),Advanced Clinical Therapeutics (Part A) (3),B,"Sep 03 - Dec 09, 13:45-14:30 (T)",Jamison Falk,
PHMD 3006,A01 (21268),Advanced Clinical Therapeutics (Part A) (3),B,"Sep 03 - Dec 09, 13:00-14:30 (R)",Jamison Falk,
PHMD 3008,A01 (21269),Concepts of Integrative Medicine (2),B,"Sep 04 - Dec 09, 10:45-11:45 (W)",Shirley Treacy,
PHMD 3008,A01 (21269),Concepts of Integrative Medicine (2),B,"Sep 04 - Dec 09, 14:45-15:45 (R)",Shirley Treacy,
PHMD 3010,A01 (21270),Pharmacy Management (Part A) (2),B,"Sep 04 - Dec 09, 09:30-11:45 (M)",TBA,
PHMD 3014,A01 (21271),Clinical Therapeutics 3 (Part A) (4),B,"Sep 04 - Dec 09, 13:00-15:45 (M)",Christine Leong,
PHMD 3014,A01 (21271),Clinical Therapeutics 3 (Part A) (4),B,"Sep 04 - Dec 09, 10:30-12:00 (R)",Christine Leong,
PHMD 4000,A02 (25414),Pharmacy Research Project (6),OC,Aug 26 - Oct 18,Samantha Pauls,
PHMD 4000,A03 (25416),Pharmacy Research Project (6),OC,Aug 26 - Dec 13,Samantha Pauls,
PHMD 4020,A04 (22825),Advanced Pharmacy Practice Experience- Community (8),OC,Oct 21 - Dec 13,Kelly Brink,
PHMD 4020,A03 (22824),Advanced Pharmacy Practice Experience- Community (8),OC,Aug 26 - Oct 18,Kelly Brink,
PHMD 4030,A03 (22826),Advanced Pharmacy Practice Experience- Hospital (8),OC,Aug 26 - Oct 18,Kelly Brink,
PHMD 4030,A04 (22827),Advanced Pharmacy Practice Experience- Hospital (8),OC,Oct 21 - Dec 13,Kelly Brink,
PHMD 4040,A04 (22829),Advanced Pharmacy Practice Experience-Primary Care (8),OC,Oct 21 - Dec 13,Kelly Brink,
PHMD 4040,A03 (22828),Advanced Pharmacy Practice Experience-Primary Care (8),OC,Aug 26 - Oct 18,Kelly Brink,
PHMD 4060,A04 (22831),Advanced Pharmacy Practice Experience- Elective (8),OC,Oct 21 - Dec 13,Kelly Brink,
PHRM 7120,T01 (22184),Medical and Scientific Writing (3),B,"Sep 04 - Dec 09, 13:00-15:00 (T)",Dana Turcotte,
PHRM 7120,T05 (23247),Medical and Scientific Writing (3),B,"Sep 04 - Dec 09, 13:00-14:00 (T)",Samantha Pauls,
PHRM 7120,T04 (23228),Medical and Scientific Writing (3),B,"Sep 04 - Dec 09,  (W)",Lucy Marzban,
PHRM 7120,T02 (22219),Medical and Scientific Writing (3),B,"Sep 04 - Dec 09, 10:00-11:00 (M)",Dake Qi,
PHRM 7160,A01 (10979),Pharmacy Seminar 1 MSc (Part A) (1.5),B,"Sep 04 - Dec 09, 12:00-13:00 (W)",Hope Anderson,
PHRM 7160,A02 (23396),Pharmacy Seminar 1 MSc (3),B,"Sep 04 - Dec 09, 12:00-13:00 (W)",TBA,
PHRM 7170,A01 (15871),Pharmacy Seminar 2 MSc (Part A) (1.5),B,"Aug 06 - Dec 23, 12:00-13:00 (W)",Hope Anderson,
PHRM 7202,A01 (24513),Advanced Topics in Pharmacoepidemiology - Level 2 (3),M,"Sep 04 - Dec 09, 14:00-17:00 (F)",Silvia Alessi-Severini,
PHRM 7260,A01 (18198),Pharmacy Seminar 1 PhD (Part A) (1.5),B,"Aug 06 - Dec 23, 12:00-13:00 (W)",Hope Anderson,
PHRM 7270,A01 (18199),Pharmacy Seminar 2 PhD (Part A) (1.5),B,"Aug 06 - Dec 23, 12:00-13:00 (W)",Hope Anderson,
PHRM 7302,A01 (22918),Advanced Topics in Pharmacoepidemiology - Level 2 (3),M,"Sep 04 - Dec 09, 14:00-17:00 (F)",Silvia Alessi-Severini,
SWRK 1200,A02 (23428),Introduction to Canadian Social Welfare (3),M,"Sep 04 - Dec 09, 18:00-20:45 (R)",TBA,
SWRK 1200,G68 (24301),Introduction to Canadian Social Welfare (3),OC,"Nov 19 - Dec 03, 13:00-16:00 (T)",TBA,
SWRK 1200,G68 (24301),Introduction to Canadian Social Welfare (3),OC,"Sep 10 - Nov 05, 13:00-16:00 (T)",TBA,
SWRK 1200,D01 (23418),Introduction to Canadian Social Welfare (3),DE,"Nov 04 - Nov 04, 18:00-19:50 (M)",James Mulvale,
SWRK 1200,D01 (23418),Introduction to Canadian Social Welfare (3),DE,"Dec 02 - Dec 02, 18:00-19:50 (M)",James Mulvale,
SWRK 1200,D01 (23418),Introduction to Canadian Social Welfare (3),DE,"Oct 21 - Oct 21, 18:00-19:50 (M)",James Mulvale,
SWRK 1200,D01 (23418),Introduction to Canadian Social Welfare (3),DE,"Sep 16 - Sep 16, 18:00-19:50 (M)",James Mulvale,
SWRK 1200,A01 (23427),Introduction to Canadian Social Welfare (3),M,"Sep 04 - Dec 09, 14:30-17:15 (M)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Dec 04 - Dec 04, 18:00-19:50 (W)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Sep 18 - Sep 18, 18:00-19:50 (W)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Nov 20 - Nov 20, 18:00-19:50 (W)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Nov 06 - Nov 06, 18:00-19:50 (W)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Sep 25 - Sep 25, 18:00-19:50 (W)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Oct 09 - Oct 09, 18:00-19:50 (W)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Sep 11 - Sep 11, 18:00-19:50 (W)",TBA,
SWRK 1210,D01 (23419),Wâhkôhtowin: We are All Related (3),DE,"Oct 23 - Oct 23, 18:00-19:50 (W)",TBA,
SWRK 1210,A01 (23429),Wâhkôhtowin: We are All Related (3),M,"Sep 04 - Dec 09, 08:30-11:15 (M)",,
SWRK 1210,G68 (24316),Wâhkôhtowin: We are All Related (3),OC,"Sep 12 - Sep 12, 09:00-16:00 (R)",TBA,
SWRK 1210,G68 (24316),Wâhkôhtowin: We are All Related (3),OC,"Nov 21 - Nov 21, 09:00-16:00 (R)",TBA,
SWRK 1210,G68 (24316),Wâhkôhtowin: We are All Related (3),OC,"Nov 07 - Nov 07, 09:00-16:00 (R)",TBA,
SWRK 1210,G68 (24316),Wâhkôhtowin: We are All Related (3),OC,"Oct 24 - Oct 24, 09:00-16:00 (R)",TBA,
SWRK 1210,G68 (24316),Wâhkôhtowin: We are All Related (3),OC,"Sep 26 - Sep 26, 09:00-16:00 (R)",TBA,
SWRK 1210,G68 (24316),Wâhkôhtowin: We are All Related (3),OC,"Oct 10 - Oct 10, 09:00-16:00 (R)",TBA,
SWRK 1210,A03 (23432),Wâhkôhtowin: We are All Related (3),M,"Sep 04 - Dec 09, 18:00-20:45 (W)",TBA,
SWRK 1210,A02 (23431),Wâhkôhtowin: We are All Related (3),M,"Sep 04 - Dec 09, 14:30-17:15 (R)",,
SWRK 1220,A01 (23433),"Social Justice, Diversity and Human Rights (3)",M,"Sep 04 - Dec 09, 14:30-17:15 (W)",,
SWRK 1220,G68 (25286),"Social Justice, Diversity and Human Rights (3)",OC,"Nov 20 - Dec 04, 09:00-12:00 (W)",,
SWRK 1220,D01 (23420),"Social Justice, Diversity and Human Rights (3)",DE,"Oct 22 - Oct 22, 18:00-19:50 (T)",,
SWRK 1220,G68 (25286),"Social Justice, Diversity and Human Rights (3)",OC,"Sep 11 - Nov 06, 09:00-12:00 (W)",,
SWRK 1220,G07 (25452),"Social Justice, Diversity and Human Rights (3)",M,"Sep 04 - Dec 09, 11:30-12:45 (TR)",Adrienne Carriere,
SWRK 1220,D01 (23420),"Social Justice, Diversity and Human Rights (3)",DE,"Nov 05 - Nov 05, 18:00-19:50 (T)",,
SWRK 1220,D01 (23420),"Social Justice, Diversity and Human Rights (3)",DE,"Nov 26 - Nov 26, 18:00-19:50 (T)",,
SWRK 1220,D01 (23420),"Social Justice, Diversity and Human Rights (3)",DE,"Sep 10 - Sep 10, 18:00-19:50 (T)",,
SWRK 1220,D01 (23420),"Social Justice, Diversity and Human Rights (3)",DE,"Oct 08 - Oct 08, 18:00-19:50 (T)",,
SWRK 1230,D01 (23421),Community Health and Well-Being: Imagination for Social Work Practice (3),DE,"Sep 23 - Sep 23, 18:00-19:50 (M)",TBA,
SWRK 1230,A02 (23435),Community Health and Well-Being: Imagination for Social Work Practice (3),M,"Sep 04 - Dec 09, 18:00-20:45 (M)",,
SWRK 1230,D01 (23421),Community Health and Well-Being: Imagination for Social Work Practice (3),DE,"Nov 18 - Nov 18, 18:00-19:50 (M)",TBA,
SWRK 1230,D01 (23421),Community Health and Well-Being: Imagination for Social Work Practice (3),DE,"Dec 09 - Dec 09, 18:00-19:50 (M)",TBA,
SWRK 1230,D01 (23421),Community Health and Well-Being: Imagination for Social Work Practice (3),DE,"Sep 09 - Sep 09, 18:00-19:50 (M)",TBA,
SWRK 1230,D01 (23421),Community Health and Well-Being: Imagination for Social Work Practice (3),DE,"Oct 07 - Oct 07, 18:00-19:50 (M)",TBA,
SWRK 1230,D01 (23421),Community Health and Well-Being: Imagination for Social Work Practice (3),DE,"Oct 28 - Oct 28, 18:00-19:50 (M)",TBA,
SWRK 1230,A01 (23434),Community Health and Well-Being: Imagination for Social Work Practice (3),M,"Sep 04 - Dec 09, 14:30-17:15 (T)",,
SWRK 1240,G68 (25287),Social Work and Professional Identity (3),OC,"Sep 17 - Nov 05, 09:00-12:00 (T)",,
SWRK 1240,D01 (23422),Social Work and Professional Identity (3),DE,"Oct 15 - Oct 15, 18:00-19:50 (T)",TBA,
SWRK 1240,D01 (23422),Social Work and Professional Identity (3),DE,"Oct 29 - Oct 29, 18:00-19:50 (T)",TBA,
SWRK 1240,G68 (25287),Social Work and Professional Identity (3),OC,"Nov 19 - Dec 10, 09:00-12:00 (T)",,
SWRK 1240,D01 (23422),Social Work and Professional Identity (3),DE,"Dec 03 - Dec 03, 18:00-19:50 (T)",TBA,
SWRK 1240,A01 (23436),Social Work and Professional Identity (3),M,"Sep 04 - Dec 09, 08:30-11:15 (R)",,
SWRK 1240,D01 (23422),Social Work and Professional Identity (3),DE,"Nov 19 - Nov 19, 18:00-19:50 (T)",TBA,
SWRK 1240,A02 (23437),Social Work and Professional Identity (3),M,"Sep 04 - Dec 09, 18:00-20:45 (T)",TBA,
SWRK 1240,D01 (23422),Social Work and Professional Identity (3),DE,"Oct 01 - Oct 01, 18:00-19:50 (T)",TBA,
SWRK 1240,D01 (23422),Social Work and Professional Identity (3),DE,"Sep 17 - Sep 17, 18:00-19:50 (T)",TBA,
SWRK 2000,G76 (25326),Anti-racist Social Work Practice (3),OC,"Oct 21 - Nov 04, 09:00-15:00 (M)",TBA,
SWRK 2000,D01 (24630),Anti-racist Social Work Practice (3),DE,"Nov 05 - Nov 05, 18:00-19:50 (T)",TBA,
SWRK 2000,G76 (25326),Anti-racist Social Work Practice (3),OC,"Oct 07 - Oct 07, 09:00-15:00 (M)",TBA,
SWRK 2000,D01 (24630),Anti-racist Social Work Practice (3),DE,"Nov 26 - Nov 26, 18:00-19:50 (T)",TBA,
SWRK 2000,D01 (24630),Anti-racist Social Work Practice (3),DE,"Oct 22 - Oct 22, 18:00-19:50 (T)",TBA,
SWRK 2000,D01 (24630),Anti-racist Social Work Practice (3),DE,"Sep 10 - Sep 10, 18:00-19:50 (T)",TBA,
SWRK 2000,D01 (24630),Anti-racist Social Work Practice (3),DE,"Oct 08 - Oct 08, 18:00-19:50 (T)",TBA,
SWRK 2000,G68 (25288),Anti-racist Social Work Practice (3),OC,"Nov 28 - Nov 28, 09:00-16:00 (R)",,
SWRK 2000,G68 (25288),Anti-racist Social Work Practice (3),OC,"Nov 07 - Nov 07, 09:00-16:00 (R)",,
SWRK 2000,G68 (25288),Anti-racist Social Work Practice (3),OC,"Oct 31 - Oct 31, 09:00-16:00 (R)",,
SWRK 2000,G68 (25288),Anti-racist Social Work Practice (3),OC,"Oct 17 - Oct 17, 09:00-16:00 (R)",,
SWRK 2000,G68 (25288),Anti-racist Social Work Practice (3),OC,"Sep 19 - Sep 19, 09:00-16:00 (R)",,
SWRK 2000,G76 (25326),Anti-racist Social Work Practice (3),OC,"Nov 18 - Dec 09, 09:00-15:00 (M)",TBA,
SWRK 2000,G68 (25288),Anti-racist Social Work Practice (3),OC,"Oct 03 - Oct 03, 09:00-16:00 (R)",,
SWRK 2010,G77 (25325),Indigenization and Decolonization in Social Work (3),OC,"Sep 23 - Sep 27, 09:00-16:00 (MTWRF)",TBA,
SWRK 2010,G76 (25321),Indigenization and Decolonization in Social Work (3),OC,"Sep 23 - Sep 27, 09:00-16:00 (MTWRF)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Nov 07 - Nov 07, 18:00-19:50 (R)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Oct 03 - Oct 03, 18:00-19:50 (R)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Nov 21 - Nov 21, 18:00-19:50 (R)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Dec 05 - Dec 05, 18:00-19:50 (R)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Sep 12 - Sep 12, 18:00-19:50 (R)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Oct 17 - Oct 17, 18:00-19:50 (R)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Sep 26 - Sep 26, 18:00-19:50 (R)",TBA,
SWRK 2030,D01 (23423),Communication and Relational Skills in Social Work (3),DE,"Oct 24 - Oct 24, 18:00-19:50 (R)",TBA,
SWRK 2040,D01 (23425),Social Welfare Policy: Analysis and Advocacy (3),DE,"Dec 02 - Dec 02, 18:00-19:50 (M)",TBA,
SWRK 2040,D01 (23425),Social Welfare Policy: Analysis and Advocacy (3),DE,"Nov 04 - Nov 04, 18:00-19:50 (M)",TBA,
SWRK 2040,D01 (23425),Social Welfare Policy: Analysis and Advocacy (3),DE,"Oct 21 - Oct 21, 18:00-19:50 (M)",TBA,
SWRK 2040,D01 (23425),Social Welfare Policy: Analysis and Advocacy (3),DE,"Sep 16 - Sep 16, 18:00-19:50 (M)",TBA,
SWRK 2110,D01 (24660),Emergence of the Canadian Social Welfare State (3),DE,"Oct 07 - Oct 07, 18:00-19:50 (M)",TBA,
SWRK 2110,D01 (24660),Emergence of the Canadian Social Welfare State (3),DE,"Sep 09 - Sep 09, 18:00-19:50 (M)",TBA,
SWRK 2110,D01 (24660),Emergence of the Canadian Social Welfare State (3),DE,"Dec 09 - Dec 09, 18:00-19:50 (M)",TBA,
